Retail;Enseña;CIUDAD;PROVINCIA;DIRECCIÓN CENTRO;LATITUD;LONGITUD
B;H;MARBELLA (MÁLAGA);ANDALUCÍA ORIENTAL;c/ Camilo José Cela, s/n - C.C. Plaza del Mar;36.5082514;-4.8964084
B;J;BENAHAVIS (MÁLAGA);ANDALUCÍA ORIENTAL;Ctra.Ronda - Malaga A-397 Km. 45 Urb.Montehalcones, s n;36.5110504;-5.0064361
B;J;BENALMÁDENA (MÁLAGA);ANDALUCÍA ORIENTAL;Centro Comercial Puerto Marina Shopping;36.5972176;-4.5146809
B;J;EL PARAISO (MÁLAGA);ANDALUCÍA ORIENTAL;Urb. El Pilar, parcela G-2 y G-1, N 340, Km 167,5;41.3714221;1.8046982
B;J;ESTEPONA (MÁLAGA);ANDALUCÍA ORIENTAL;Pto. Deportivo Avda. España s/n;40.463667;-3.74922
B;J;MARBELLA (MÁLAGA);ANDALUCÍA ORIENTAL;Centro Comercial Aloha, Calle Via 1, Urb. Nueva Andalucia;36.499801;-4.9614619
B;J;MARBELLA (MÁLAGA);ANDALUCÍA ORIENTAL;Centro Comercial Andasol, km 187 Nac.340;37.2215396;-3.0659245
B;J;MARBELLA (MÁLAGA);ANDALUCÍA ORIENTAL;Urbanización Hacienda las Chapas, 26;36.4957735;-4.759458
B;J;MARBELLA (MÁLAGA);ANDALUCÍA ORIENTAL;Avenida Ramón y Cajal, 12 urb. Marbell Center;36.5078152;-4.883268
B;J;MARBELLA (MÁLAGA);ANDALUCÍA ORIENTAL;Centro Comercial Odeon. Nueva Andalucia;36.4923752;-4.9516096
B;J;MARBELLA (MÁLAGA);ANDALUCÍA ORIENTAL;Coto de los Dolores, s/n Urb.Pinogolf (Elviria);36.5319637;-4.7657984
B;J;MARBELLA (MÁLAGA);ANDALUCÍA ORIENTAL;Avda. Playas del Duque, s/n;36.4877526;-4.9587431
B;J;MARBELLA (MÁLAGA);ANDALUCÍA ORIENTAL;Urb.Rio Verde Centro Comercial Puerta de Banus;36.4899372;-4.9615816
B;J;MIJAS COSTA (MÁLAGA);ANDALUCÍA ORIENTAL;Urbanización Riviera del Sol, 26;36.5075511;-4.7141068
B;F;BADAJOZ;ANDALUCÍA OCCIDENTAL/BADAJOZ;Plaza Conquistadores, s/n, 06005 Badajoz;38.8732668;-6.9753039
B;F;BADAJOZ;ANDALUCÍA OCCIDENTAL/BADAJOZ;Av. Juan Carlos I Rey de España, 2, 06002 Badajoz;38.8773921;-6.9717541
B;F;CORDOBA;ANDALUCÍA OCCIDENTAL/BADAJOZ;Av. Ronda de los Tejares, 30, 14008 Córdoba;37.8876172;-4.782467
B;F;SEVILLA;ANDALUCÍA OCCIDENTAL/BADAJOZ;Calle Luis Montoto, 122, 128, 41005 Sevilla;37.3866987;-5.9716075
B;F;SEVILLA;ANDALUCÍA OCCIDENTAL/BADAJOZ;Pl. del Duque de la Victoria, 8, S1, 41002 Sevilla;37.3932522;-5.996363
B;F;SEVILLA;ANDALUCÍA OCCIDENTAL/BADAJOZ;C. San Pablo, 1, 41001 Sevilla;37.39028;-5.9970799
B;G;CÁDIZ;ANDALUCÍA OCCIDENTAL/BADAJOZ;Av. las Cortes de Cádiz, 1, 11012 Cádiz;36.5215213;-6.2772638
B;G;CORDOBA;ANDALUCÍA OCCIDENTAL/BADAJOZ;Ctra Sta. Mª de Trassiera, s/n, 14011 Córdoba;37.9011606;-4.8761772
B;G;HUELVA;ANDALUCÍA OCCIDENTAL/BADAJOZ;Av. Alcalde Federico Molina Orta, 1, 21003 Huelva;37.2561278;-6.9426129
B;G;JEREZ DE LA FRONTERA (CÁDIZ);ANDALUCÍA OCCIDENTAL/BADAJOZ; Av. Andalucía, 34, 11407 Jerez de la Frontera, Cádiz;36.70418;-6.1159244
B;G;SEVILLA;ANDALUCÍA OCCIDENTAL/BADAJOZ;Av. de las Erillas, s/n, 41920 San Juan de Aznalfarache, Sevilla;37.3728593;-6.0297078
B;G;SEVILLA;ANDALUCÍA OCCIDENTAL/BADAJOZ;Carretera Sevilla Málaga, Km 1, 41020 Sevilla;37.3276905;-5.8108906
B;H;CÁCERES;ANDALUCÍA OCCIDENTAL/BADAJOZ;Avda. Ruta de la plata, 46 - C.C. El Farallón;39.4678565;-6.3893297
B;J;CÓRDOBA;ANDALUCÍA OCCIDENTAL/BADAJOZ;Calle Poeta Manuel Altolaguirre, 3;37.8998795;-4.798036
B;J;SEVILLA;ANDALUCÍA OCCIDENTAL/BADAJOZ;Plaza Gran Plaza, 2 (Conjunto Residencial Lionel Carvallo);37.3812159;-5.9665925
B;J;TOMARES (SEVILLA);ANDALUCÍA OCCIDENTAL/BADAJOZ;Avenida del Aljarafe, s/n (Edificio Ramcab Tomares);37.372695;-6.0467843
C;M;LA MAQUINISTA;;Paseo Potosí, 2 08030 BARCELONA;41.4401992;2.1985226
C;M;LAS GLORIAS;;Llacuna, 155 (C.C. Las Glorias) 08018 BARCELONA;41.4059053;2.1915482
C;M;CABRERA;;Ctra. Nacional II, km. 644 08349 CABRERA DE MAR (Barcelona);41.5199093;2.4217977
C;M;BADALONA;;Avda. Comunidad Europea, s/n 08917 BADALONA (Barcelona);41.4583038;2.2279371
C;M;TARRAGONA;;Autovía de Reus, Km.4 43080 TARRAGONA;41.1282598;1.2062902
C;M;LAS PALMAS;;Av. Jose Sanchez Peñate, s/n (C.C. Las Arenas) 35010 LAS PALMAS DE GRAN CANARIA;28.128516;-15.449365
C;M;ACTUR;ZARAGOZA;C/ María Zambrano, 71 s/n. Polígono Actur 50018 ZARAGOZA;41.676155;-0.8902904
C;M;CAMPANAR;;Avenída Manuel de Falla, 13 46015 CAMPANAR (Valencia);39.4766387;-0.4057811
C;M;PRAT;;Autovía de Castelldefels, Km.5 08820 PRAT DE LLOBREGAT (Barcelona);41.3049254;2.0608255
C;M;SESTAO;;C/ Gabriel Celaya , 14 48910 SESTAO (Vizcaya);43.30099;-3.0026
C;M;EL SALER;;Autovía El Saler, 16 46013 VALENCIA;39.3826983;-0.3322681
C;M;MANRESA;;Calle Alvar Aaltó, s/n 08240 MANRESA (Barcelona);41.7216529;1.8442347
C;M;ELCHE;;Av. de Crevillente, 31 03293 ELCHE (Alicante);38.258233;-0.7302795
C;M;ZARAICHE;;Avda. Miguel de Cervantes, 106 30009 MURCIA;38.001065;-1.142199
C;M;VECINDARIO;;Avda. del Atlántico, 359 - PA 52 (C.C. Atlantico) 35110 VECINDARIO - STA. LUCIA (GRAN CANARIA);27.8433524;-15.4392533
C;M;MARTORELL;;Crta. N-II, Km. 588 08760 MARTORELL ( BARCELONA );41.6584556;1.1736213
C;M;AUGUSTA;;"""Avenída Navarra, 180 """"C. Cial. AUGUSTA"""" 50011 ZARAGOZA""";41.6596533;-0.9215237
C;M;GRAN TURIA;;Plaza Europa, 1 (Barrio de la Luz) 46014 XIRIVELLA (VALENCIA);39.4682425;-0.4131072
C;M;MOSTOLES;;Carretera N-V, km. 19 (El Soto) 28935 MOSTOLES (Madrid);40.3313629;-3.8862836
C;M;NASSICA;;Avda. Rio Guadalquivir, 13 28906 GETAFE ( Madrid );40.2721671;-3.6973374
C;M;GRANADA;;Carretera de Armilla, s/n 18006 GRANADA;37.1286592;-3.622544
C;M;ALCOBENDAS;;Carretera N-I, km. 14,500 28108 ALCOBENDAS (Madrid);40.8612791;-3.6133872
C;M;FUENLABRADA;;Plaza de Grecia, s/ 28943 FUENLABRADA ( Madrid );40.2815457;-3.805196
C;M;LOGROÑO;;C/ Río Lomo S/N 26005 LOGROÑO;42.4619998;-2.4187089
C;M;PALMA;;Avda. General Riera, 152 07010 PALMA DE MALLORCA;39.5944019;2.6446747
C;M;GAVÁ;;Carrer Progrés, 69 08850 GAVÁ (Barcelona);41.2957208;2.0074256
C;M;MAJADAHONDA;;C/ de las Moreras, 2 (Pol. El Carralero II, Parcela 37) 28220 MAJADAHONDA (Madrid);40.44001;-3.8497746
C;M;ALCALA;;c/ Federico García Lorca, s/n 28805 ALCALA DE HENARES (Madrid);40.5050696;-3.3688064
C;M;SANTIAGO;;Av. Do Camiño Francés, 3 (C.C. AS CANCELAS) 15703 SANTIAGO DE COMPOSTELA (La Coruña);42.8891165;-8.5261738
C;M;ERANDIO;;Lataondo Bidea, 2 48950 ASUA-ERANDIO (Vizcaya);43.3020222;-2.9528597
C;M;LEON;;Alcalde Miguel Castaño, 95 24005 LEON;42.5856964;-5.5585136
C;M;REUS;;Avda. María Fortuny, s/n 43204 REUS (Tarragona);41.1562168;1.1175602
C;M;LOS ANGELES;;Avda. de Andalucía, km. 7,1 28041 MADRID;40.3629859;-3.692684
C;M;BURGOS;;Av. de Cantabria, 111 09006 BURGOS;42.3598811;-3.695
C;M;GRAN VIA;;C/ José García Sellés, 2 03015 ALICANTE;38.367074;-0.469277
C;M;ALUCHE;;Avenída de los Poblados, 58 28044 MADRID;40.3864175;-3.7641431
C;M;ALZIRA;;Ctra. de Albalat, s/n 46600 ALZIRA (Valencia);39.1511854;-0.4333643
C;M;VILLALBA;;Ctra. Navacerrada, s/n 28400 COLLADO VILLALBA (Madrid);40.6375249;-4.0054478
C;M;PAMPLONA;;Avda. Barañain s/n (Edf. Ponsal) 31008 PAMPLONA;42.8094027;-1.6651644
C;M;PARLA;;Carretera Parla a Pinto, s/n 28980 PARLA (Madrid);;
C;M;OURENSE;;Rúa Dos Emigrantes, 1 (O Fonsillón) 32005 OURENSE;42.3214914;-7.876922
C;M;CASTELLON;;Avda. del Mar, s/n 12003 CASTELLON;39.9838518;-0.0256534
C;M;VIGO II;;Rúa do Miradoiro, 2, 36210, VIGO (Pontevedra);42.2207476;-8.7235767
C;M;LOS PATIOS;;Ctra. de Cádiz, Km. 241 29004 MALAGA;36.6865353;-4.4587149
C;M;VALLE REAL;;Ctra. Nacional 635 Km 2,7 39600 CAMARGO (Cantabria);43.4271408;-3.8386324
C;M;SAN JUAN;;Ctra. de Valencia, Km. 89 03550 SAN JUAN (Alicante);38.401717;-0.4356604
C;M;GANDIA;;Avda. Blasco Ibañez, 1 (P.I. Rafalcaid) 46700 GANDIA (VALENCIA);38.9750207;-0.1771321
C;M;SALAMANCA;;Avda. Agustinos Recoletos, 1 al 35 37005 SALAMANCA;40.9799672;-5.6639748
C;M;GORBEIA;;C.C. GORBEIA PLAN PARCIAL SAU NORTE A - 622, Km 9 - Etxebarri - Ibiña - 01196 ZIGOITIA (Alava);42.9112077;-2.7142814
C;M;ALMERIA;;Avda. del Mediterráneo, 244 04006 ALMERIA;36.8413734;-2.444037
C;M;SAGUNTO;;Carretera Sagunto-Puerto Sagunto, km. 5 46500 SAGUNTO (Valencia);39.6795302;-0.268899
C;M;HORTALEZA;;Gran Vía de Hortaleza, s/n 28043 MADRID;40.4678769;-3.6489314
C;M;ALBACETE;;Avda. 1º de Mayo, s/n 02006 ALBACETE;38.9863471;-1.8690845
C;M;TALAVERA;;Antigua Carretera N-V, km. 104 45600 TALAVERA DE LA REINA (Toledo);39.9617411;-4.825774
C;M;GETAFE;;"""Ctra. Villaverde-Getafe, s/n """"C.C. EL BULEVAR"""" 28905 GETAFE (Madrid)""";40.3069152;-3.7514137
C;M;PONTEVEDRA;;Rua de San Blas, s/n. (Salcedo) 36143 SALCEDO (Pontevedra);42.2839817;-8.7833871
C;M;MASSALFASSAR;;Parque Comercial El Manar - Carretera La Gombalda CV-32 km. 0,5 - 46560 MASSALFASSAR;39.5537124;-0.3025285
C;M;PULIANAS;;"""C/ Luis Buñuel, s/ Parc-24 """"Parque Cial. Kinépolis"""" 18197 PULIANAS ( Granada )""";37.2124261;-3.6171616
C;M;PATERNA;;Urbanización Polígono Norte 46980 PATERNA (Valencia);39.5037093;-0.4431618
C;M;CIUDAD REAL;;Av. Europa, 45 13005 CIUDAD REAL;38.9805109;-3.9155031
C;M;OLERDOLA;;Avda. Barcelona, 41-49 ( Sant Pere Molanta ) 08799 OLERDOLA ( BARCELONA );41.3548903;1.7391862
C;M;ROSALEDA;;C/ Simón Bolívar, s/n (C.C. La Rosaleda) 29011 MALAGA;36.7347128;-4.4321683
C;M;TORRELAVEGA;;Avenída Bilbao, s/n (Polg. Los Ochos) 39300 TORRELAVEGA (Cantabria);43.3433381;-4.0326948
C;M;LOS FRESNOS;;Avda. del Llano, s/n 33209 GIJON (Asturias);43.5317876;-5.6628579
C;M;HUELVA;;Ronda Exterior Zona Sur, s/n 21007 HUELVA;37.2619585;-6.9427327
C;M;VINAROZ;;Crta. Nacional 340. km. 1049 ( Pol. Ind. Vinaroz ) 12500 VINAROZ ( CASTELLON );40.4549963;0.450816
C;M;LA SIERRA;;C/ Poeta Emilio Prado, s/n 14011 CORDOBA;37.896326;-4.7913996
C;M;JAEN;;Ctra. Bailen- Motril, Km. 37,5 23009 JAEN;37.7810997;-3.766842
C;M;EL PINAR;;Ctra. Madrid- La Coruña Km. 22 28230 EL PINAR DE LAS ROZAS (Madrid);40.4953138;-3.8784732
C;M;BAHIA;;C/ Caño Herrera, s/n (Parque Comercial Bahía Sur) 11100 SAN FERNANDO (Cádiz);36.4722648;-6.2088851
C;M;SAN FERNANDO;;Ctra. Nacional II, Km. 16 28830 SAN FERNANDO DE HENARES (Madrid);40.42441;-3.53541
C;M;COCENTAINA;;Avenida L'Altet, 2 03820 COCENTAINA ( Alicante );38.738618;-0.4384458
C;M;LUGO;;Carretera de la Coruña km. 501 27004 LUGO;43.0057302;-7.5739863
C;M;OVIEDO;;Av. Fernandez Ladrea, s/n (C.C. Los Prados) 33011 OVIEDO;43.3707475;-5.8340288
C;M;AZABACHE;;Ctra. N-630, Km. 451 33420 LUGONES (Asturias);43.4135975;-5.7975656
C;M;PALENCIA;;Avda. de Madrid, 37 34004 PALENCIA;41.9914052;-4.5166838
C;M;TORREVIEJA;;Carretera Crevillente, km. 34.400 03180 TORREVIEJA (Alicante);38.0096548;-0.6948947
C;M;FERROL;;Av. Buque Escola Galatea, s/n 15405 FERROL (La Coruña);43.5045168;-8.2057209
C;M;PARQUE ASTUR;;El Pedrero, s/n 33468 TRASONA (Asturias);43.5466718;-5.8695085
C;M;DOS HERMANAS;;Ctra. Nacional IV, km. 555 (Esq. Avda. Dr. Fleming) 41700 DOS HERMANAS (Sevilla);37.2777621;-5.9365859
C;M;HOYA DE LA PLATA;;Paseo San José, s/ (C.C. Hoya de la Plata) 35016 LAS PALMAS DE GRAN CANARIA;28.091904;-15.4189822
C;M;SAN PABLO;;c/ José Jesús García Díaz, 1 41020 SEVILLA;37.4065533;-5.9389895
C;M;FUENGIROLA;;Parque Miramar. Av. Encarnacion S/N 29640 FUENGIROLA (Malaga);36.5287161;-4.6323609
C;M;TRES CANTOS;;Avenida de los Labradores, 9 y 11 28760 TRES CANTOS ( MADRID );40.5991264;-3.7090218
C;M;ZAHIRA;;Ctra. de Madrid, Km. 400 14014 CORDOBA;37.9192042;-4.6996549
C;M;CAMAS;;Poeta Muñoz San Román, s/n 41900 CAMAS (Sevilla);37.3961829;-6.0344855
C;M;VALLSUR;;Camino Viejo de Simancas, s/n 47008 VALLADOLID;41.623294;-4.7500894
C;M;LORCA ALMENARA;;C.C. Parque Lorca Almenara Autovía Lorca-Aguilas, Km. 1'800 - 30800 LORCA (Murcia);37.6342819;-1.6989389
C;M;CACERES;;Av. de las Arenas, 51 10005 CACERES;39.467489;-6.3954249
C;M;RINCON DE LA VICTORIA;;c/ Arroyo de Totalan, 36 (Cala del Moral) 29720 RINCÓN DE LA VICTORIA (Málaga);36.7229759;-4.313039
C;M;SANTANDER;;Peñacastillo “El Empalme” 39011 SANTANDER;43.4479223;-3.8587225
C;M;LA LINEA;;Avda. de la Colonia, 9 11300 LA LINEA (Cádiz);36.1729443;-5.3633696
C;M;ALMERIMAR;;Ctra. Almerimar, s/n (C. Cial. El Copo) 04700 EL EJIDO (Almería);36.7524419;-2.8065391
C;M;AVILA;;Avda. Juan Carlos I, 45 05004 AVILA;40.6686094;-4.6602121
C;M;MADRID SUR;;Av. Pablo Neruda, 91-97 28018 MADRID;40.3813745;-3.6632745
C;M;PUERTA DE ALICANTE;;C/ Alcalde Lorenzo Carbonell, s/n esq. Via Parque 03007 ALICANTE;38.3412116;-0.5178724
C;M;SAN JAVIER;;Ctra. San Javier a San Pedro del Pinatar N-332 Km.23 30730 SAN JAVIER (Murcia);37.8188933;-0.8168099
C;M;JEREZ NORTE;;Avda. de Europa, s/n 11405 JEREZ DE LA FRONTERA (Cádiz);36.6969181;-6.1146111
C;M;MACARENA;;Ronda Urbana Norte, s/n 41015 SEVILLA;37.416087;-5.9738141
C;M;ZAMORA;;C.C. Valderaduey, Avda. Cardenal Cisneros, s/n 49023 ZAMORA;41.5143979;-5.7475012
C;M;PORTO PI;;Avda. Gabriel Roca, 54 07015 PALMA DE MALLORCA;39.5510388;2.6210982
C;M;ORIHUELA;;Crta Orihuela-Bigastro, Km 1 03300 ORIHUELA (Alicante);38.0793811;-0.9341296
C;M;ALFAFAR;;Avenída de la Albufera, s/n 46910 ALFAFAR (Valencia);39.4223152;-0.3835786
C;M;EL ALISAL;;Calle Joaquín Rodrigo, 2 39011 SANTANDER;43.4573631;-3.8619811
C;M;SEGOVIA;;Ctra. De Madrid s/n. Poligono El Cerro 40006-SEGOVIA;40.9215255;-4.1123628
C;M;LOS BARRIOS;;Carretera Cádiz-Málaga, km. 112,9 11370 LOS BARRIOS (Cádiz);36.1813932;-5.441952
C;M;MONTEQUINTO;;Carretera de Utrera, km., 1 41013 SEVILLA;37.3522242;-5.9475763
C;M;CIUDAD IMAGEN;;Carretera Boadilla, Km. 1 28224 POZUELO DE ALARCON (Madrid);40.3985951;-3.7858973
C;M;ONDARA;;Av. Costa Blanca, 1 03760 ONDARA (Alicante);38.8176016;0.022446
C;M;ALGECIRAS;;Ctra. Cádiz-Malaga, Km. 106,25 11204 Algeciras (Cádiz);36.1886048;-5.4357881
C;M;HUESCA;;C/ Doctor Artero, 31 (C. Cial. Coso Real) 22004 HUESCA;42.1449286;-0.4149203
C;M;GOIERRI;;"""Polígono Industrial, 201 """"Barrio Yurre"""" 20212 OLABERRIA (Guipúzcoa)""";43.0305398;-2.2184401
C;M;EL PASEO;;Ctra. Madrid-Cádiz, Km. 653 11500 PUERTO DE SANTA MARIA (Cádiz);36.6555315;-6.1697012
C;M;ROQUETAS DE MAR;;Ctra. de Alicún, s/n (Gran Plaza Parque Comercial) 04740 ROQUETAS DE MAR (Almería);36.7744239;-2.6134359
C;M;ANTEQUERA;;Ctra. De Sevilla N-343, Km. 6,5 29200 ANTEQUERA (Málaga);37.0256697;-4.5724071
C;M;LA GRANADILLA;;C/ José María Alcaraz y Alenda, s/n 06011 BADAJOZ;38.8716676;-6.9918619
C;M;MERIDA;;Carretera Madrid-Lisboa, s/n 06800 MERIDA (Badajoz);38.9063122;-6.3598313
C;M;PLASENCIA;;C/ Manuel Muñoz Palomino, s/n 10600 PLASENCIA (CACERES);40.0355527;-6.0813646
C;M;LUCENA;;P.I. Los Polvillares - Manzana 1, Plan Parcial I-3 14900 LUCENA (Córdoba);37.4123083;-4.5077822
C;M;LOS ROSALES;;Ronda de Outeiro, 419 (Esq. Ctra. De los Fuertes) 15011 LA CORUÑA;43.373187;-8.4256619
C;M;TUDELA;;Crta, de Tarazona, km. 3 31500 TUDELA;42.0442838;-1.6194948
C;M;CARTAGENA;;Pº Alfonso XIII, s/n 30203 CARTAGENA (Murcia);37.6069501;-0.9815541
C;M;VICAR;;Salida Km. 429 A-7 (Parque Comercial Viapark) 04738 VICAR ( Almería );36.8158032;-2.6011776
C;M;MIERES;;Avda. del Camino, s/n (Centro Empresas El Caudal) 33600 MIERES (Asturias);43.2520766;-5.7847978
C;M;CEUTA;;Av. Teniente General Muslera, s/n 51002 CEUTA;35.8922572;-5.3264381
C;M;DENIA;;Av. De Valencia, s/n 03700 DENIA (Alicante);38.8395613;0.0999091
C;M;SA COMA;;Avinguda de les Palmeres 07530 Sant Llorenç des Cardassar;39.6113236;3.2854006
C;M;ECIJA;;Prolongación Avda. del Genil, s/ (C.C. N-4) 41400 ECIJA (Sevilla);37.5312108;-5.0864159
C;M;LA CALZADA;;Maestro Amado Moran, s/n 33213 GIJON (Asturias);43.5371409;-5.6962948
C;M;CUENCA;;Av. Mediterráneo, s/n 16004 CUENCA;40.0605545;-2.1288876
C;M;SANTA POLA;;Lerida, 10 03130 SANTA POLA (Alicante);38.1991185;-0.5619902
C;M;MELILLA;;General Polavieja, 30 52005 MELILLA;35.2846921;-2.9423581
C;M;VILLANUEVA;;Ctra. de Circunvalación, s/n 06700 VILLANUEVA DE LA SERENA (Badajoz);38.9821345;-5.7892916
C;M;JEREZ SUR;;Carretera Nacional IV, km. 641 (Pta. del SUR) 11408 JEREZ DE LA FRONTERA (Cádiz);36.9364601;-5.9203717
C;M;CULLERA;;Ctra. Sueca s/n 46400 CULLERA (Valencia);39.1713404;-0.2613295
C;M;SON COTONER;;Carrer Joan Muntaner i Bujosa s/n (Urb. Son Cotoner) 07011 Palma de Mallorca;39.5834651;2.6343248
C;M;OLOT;;Avda. Santa Coloma, 74 17800 OLOT ( Girona );42.1704013;2.4763101
C;M;CORISTANCO;;Capelan, s/ Oca (San Martiño) 15147 CORISTANCO (La Coruña);43.1919903;-8.7293122
C;M;PUENTE GENIL;;C/ Ramblas, s/n 14500 PUENTE GENIL (Córdoba);37.3887529;-4.7650998
C;M;VILLARROBLEDO;;Avda. Reyes Católicos, Manzana 26 02600 VILLARROBLEDO (Albacete);39.2664679;-2.5970704
C;M;SANT FRUITOS;;Crta. Manresa a Berga, Km. 1 08272 SANT FRUITOS DEL BAGES (BARCELONA);41.7509262;1.8746239
C;M;MANZANARES;;Antigua Ctra. N-430 esq. Ctra. Villarrubia 13200 MANZANARES (Ciudad Real);39.0073962,-3.3801691
C;M;AGUILAS;;Calle Andrés Segovia, 10 (C.Cial. Aguilas Plaza) 30880 ÁGUILAS (Murcia);37.4109711;-1.5643448
C;M;ALMENDRALEJO;;Polígono Industrial Carretera Arroyo San Servan Calle Mecánica , Manzana A, parcela 5-12, 06200 ALMENDRALEJO (Badajoz);38.6914575;-6.4058423
C;M;JACA;;Polg. Campancian, Calle de la Industria, s/n 22700 JACA (Huesca);42.5771827;-0.5288956
C;M;LA PALMA DEL CONDADO;;Crta. La Palma a Bollullos, Km. 3,2 21700 LA PALMA DEL CONDADO (Huelva);37.3867644;-6.5529858
C;M;CARTAYA;;Antigua Crta. Huelva -Ayamonte (P.I. La Estación) 21450 CARTAYA ( Huelva );37.2829635;-7.1507462
C;M;ZAFRA;;Crta. De Córdoba a Badajoz, Km. 71,3 06300 ZAFRA (Badajoz);38.4275431;-6.4114258
C;M;MAIRENA;;Crta. Mairena el Viso s/ (Pol. Ind. Los Cantosales) 41510 MAIRENA DEL ALCOR (Sevilla);37.3765844;-5.7372225
C;M;PLAYAS DE ORIHUELA;;Crta. Alicante - Cartagena, Nacional 332, Km. 52 03189 ORIHUELA COSTA ( Alicante );37.9408776;-0.7192634
C;M;BAENA;;Crta. A-305, Km. 60 14850 BAENA (Córdoba);37.6222561;-4.3082023
C;M;COLL D'EN RABASSA;;Avenída Cardenal Rossel, s/n 07007 PALMA DE MALLORCA;39.5526447;2.694692
C;M;LA BALLENA;;Crta. General Norte, 112 (C.C. La Ballena) 35013 LAS PALMAS DE GRAN CANARIA;28.1016209;-15.4426342
C;M;TENERIFE II (Meridiano);;Avda, La Salle esq. Manuel Hermoso Rojas, s/n 38005 SANTA CRUZ DE TENERIFE;28.4570234;-16.2614522
C;M;TENERIFE (Añaza);;Autopista Sur, km. 5,9 (Urb. AÑAZA) 38109 SANTA CRUZ DE TENERIFE;28.4267077;-16.3014063
C;M;BARBERÁ;;Ctra. de Barcelona, km. 6,7 (C.C. Baricentro) 08210 BARBERA DEL VALLES (Barcelona);41.507867;2.1384261
C;M;GRAN VIA L'HOSPITALET;;Avda. Gran Vía, 75-93 08908 L'HOSPITALET DEL LLOBREGAT (Barcelona);41.3587091;2.1293739
C;M;LLEIDA;;Gran Paseo de Ronda, 63 25006 LERIDA;41.6168946;0.6131342
C;M;SANT CUGAT;;Av. de la Via Augusta, 2-14 08174 Sant Cugat del Vallès (Barcelona);41.4842605;2.0535039
C;M;TARRASA-MONTSERRAT;;Calle Extremadura s/n 08227 TARRASA (Barcelona);41.5659931;2.0363462
C;M;VALLÉS;;Autopista C-58. Km. 17,800 08228 TARRASA (Barcelona);41.5429803;2.0499627
C;M;L'AMETLLA;;Crta. C-17, Km. 27 08480 L'AMETLLA DEL VALLES ( BARCELONA );41.6627594;2.2684857
C;M;GIRONA;;Crta. de França, 42-44 17007 GIRONA;41.9955526;2.820165
C;M;GRANOLLERS;;Cami Ral, 4 - Avenida Europa 08400 GRANOLLERS ( BARCELONA );41.5954514;2.28472
C;M;IGUALADA;;Avda. Paissos Catalans, s/ 08700 IGUALADA ( BARCELONA );41.5912132;1.6197896
C;M;NOU CENTRE (Figueres);;Crta. De Figueres a Roses, Km. 29 17484 VILATENIM ( GIRONA );42.2687071;3.0017799
C;M;SANTA SUSANA;;Crta. Nacional II, Km. 673 08398 SANTA SUSANA ( BARCELONA );41.6368179;2.7175649
C;M;VIC;;C/ La Lotja, 6 ( Uranización El Sucre ) 08500 VIC ( BARCELONA );41.9264176;2.2461623
