Retail;Enseña;CIUDAD;PROVINCIA;DIRECCIÓN CENTRO;LATITUD;LONGITUD
C;M;MH ALCALA DE HENARES;;Calle Vía Complutense, 49 28805 ALCALA DE HENARES (Madrid);40.4872909;-3.3608556
C;M;RIVAS;;Avda. de la Técnica, s/n (P.I.Sta. Ana) 28529 RIVAS (Madrid);40.3474165;-3.5428989
C;M;SAN BLAS (Las Rosas);;Avenída Guadalajara, 2 28032 MADRID;40.4231852;-3.6096997
C;M;SS REYES (Moscatelares);;Ctra. De Burgos (N-I), salida 19 (Polg. Cial. Megapark) 28700 S. SEBASTIAN DE LOS REYES (Madrid);40.5589672;-3.6261976
C;M;MH TORREJON;;Carretera de Loeches, s/ (P.I. Las Monjas) 28850 TORREJON DE ARDOZ ( MADRID );40.4476842;-3.4680441
C;M;MH VALDELASFUENTES;;C/ Marqués de la Valdavia, 167 28100 ALCOBENDAS (Madrid);40.5478474;-3.661249
C;M;VALLECAS (La Gavia);;Adolfo Bioy Casares, 2 28051 MADRID;40.3689253;-3.5991676
C;M;LEGANÉS;;Avda. Puerta del Sol, 2 Bloque C P. Cial. Plaza Nueva Leganés (28918-LEGANES);40.3440568;-3.7595337
C;M;BENIDORM (Finestrat);;Carretera Nueva Finestrat a la Cala, km. 5 03509 FINESTRAT (Alicante);38.5409529;-0.1725557
C;M;INFANTE (MURCIA);;Av. Lope de Vega, s/n 30011 MURCIA;37.9787445;-1.1144018
C;M;MURCIA (Atalayas);;C/ Molino de Segura, s/n (C. C. Las Atalayas) 30007 MURCIA;37.9918675;-1.1130524
C;M;PARQUE MEDITERRANEO (Cartagena 2);;Calle Londres, s/ (C.C. Parque Mediterraneo) 30353 CARTAGENA (Murcia);37.6258175;-0.9492049
C;M;PETRER (Vinalopó);;Autovía Alicante-Madrid, km. 36,5 03610 PETRER (Alicante);38.4854276;-0.7663138
C;M;SAN SEBASTIAN (Oiartzun);;Ctra. Madrid-Irún, Km. 469 20180 OIARTZUN (Guipúzcoa);43.3381465;-1.7888495
C;M;L'ELIANA;;C/ Tuejar, 39 46183 LA ELIANA (Valencia);39.5773434;-0.5289142
C;M;VILA-REAL;;Avenida Matilde Salvador, s/n 12540 VILLARREAL DE LOS INFANTES (Castellón);39.9271554;-0.104533
C;M;PARQUESOL;;Av. Del Real Valladolid, 5 47014 VALLADOLID;41.6420672;-4.761069
C;M;PONFERRADA;;Avenída de la Constitución, 2 24400 PONFERRADA (León);42.5563518;-6.6033679
C;M;VALLADOLID 2;;Costa Brava, 2 47010 VALLADOLID;41.6692185;-4.709486
C;M;MH LALIN;;Arenal s/n 36500 LAIN (Pontevedra);42.6632343;-8.1111558
C;M;LA CORUÑA (A. Molina);;C/ Francisco Pérez Carballo, 5 15008 LA CORUÑA;43.3383878;-8.4075628
C;M;MH OLEIROS;;Rua do Morrazo, 11 15171 IÑAS OLEIROS (La Coruña);43.3227686;-8.3186313
C;M;VIGO I;;Travesía de Vigo, 202 36207 VIGO (Pontevedra);42.2436292;-8.695648
C;M;BADAJOZ (Ctra. Valverde);;Carretera Valverde de Leganés, km. 1 06010 BADAJOZ;38.860477;-6.9714076
C;M;FRQ ALCAZAR DE SAN JUAN;;C/ Herencia, s/n 13600 ALCAZAR DE SAN JUAN (Ciudad Real);39.3873908;-3.2298583
C;M;FRQ PUERTOLLANO;;Ctra. Ncl 420,km. 160-Urb. Ind. Escaparate 13500 PUERTOLLANO (Ciudad Real);38.6788504;-4.102202
C;M;FRQ ANDUJAR;;Avda. Blas Infante, 14 23740 ANDUJAR (Jaén);38.0379898;-4.0389031
C;M;FRQ UBEDA;;Esq.Avd. de Linares s/n 23400 UBEDA (Jaén);38.1797742;-3.4338226
C;M;ALAMEDA;;Prolongación Avda. Andalucía s/n 29007 MALAGA;36.6881278;-4.4586202
C;M;FRQ ESTEPONA;;Ctra. Cádiz-Málaga km. 156,9 29680 ESTEPONA (Málaga);36.4353554;-5.1520463
C;M;FRQ TORREMOLINOS;;Ctra. Circunvalación s/ (antigua N- 340)Costasol Centro 29620 TORREMOLINOS (Málaga);36.6129806;-4.51325
C;M;FRQ MIJAS;;Av. De los Lirios, s/n 29650 MIJAS COSTA (Málaga);36.5419248;-4.637207
C;M;FRQ VALLE DEL GUADALHORCE;;Ctra. Coin-Cartama, Km. 1 (C.C. La Trocha) 29100-COIN (Malaga);36.6743442;-4.7339202
C;M;FRQ LA CALA DE MIJAS;;Av. De Mare Nostrum, s/n 29649-LA CALA DE MIJAS (Málaga);36.5063043;-4.6822909
C;M;ARCOS DE LA FRONTERA;;Parque Comercial Las Tiendas de Arcos 11630 ARCOS DE LA FRONTERA (Cádiz);36.7427711;-5.7932863
C;M;SAN JUAN DE AZNALFARACHE;;Ctra. San Juan de Aznalfarache-Tomares, km. 1 41920 SAN JUAN DE AZNALFARACHE (Sevilla);37.3672133;-6.0348137
C;N;Boadilla-La Carcava;;Av. del Monte Romanillos-C/Cabo de la Nao;40.4215589;-3.9104056
C;N;Pamplona-av.Bayona;;Avda. Bayona 2;42.8152338;-1.6556434
C;N;Pamplona Leyre;;Calle Leyre 14 bis;42.8144334;-1.6389218
C;N;Huelva (Los Litris);;Pza de los Litris s/n, esq c/Jesus de la Pasión;37.2603039;-6.9479772
C;N;Marbella General López Dominguez 19;;Avda. Gral. López Dominguez, 19 / C.P. 29600;36.51367;-4.8769799
C;N;Marbella El Rosario;;Ctra. Cádiz Km 188 (Urb. El Rosario) C.P.29603;36.504142;-4.8084905
C;N;Cádiz García Gamero 28;;Garcia Gamero, 28 / C.P. 11001 Cádiz;36.5172749;-6.2761469
C;N;Torremolinos Paseo Del Colorado;;Paseo Del Colorado 25;36.6319628;-4.4926986
C;N;Estepona Torre De Almenara;;Torre De Almenara, S/N;36.4256345;-5.1510261
C;N;Benalmádena Antonio Machado;;Avda Antonio Machado 20;36.5982361;-4.5182719
C;N;Arroyo De La Miel Obispo Herrera Oria;;Avda. Obispo Herrera Oria Esquina Avda. Estación, C.P. 29630;36.5979182;-4.5378176
C;N;Igualada 2;;Passeig Jacint Verdaguer, 199;41.5781923;1.6309197
C;N;Ciudad Real;;Ciruela, 11;38.9823206;-3.9278782
C;N;Chiclana Cc Tartessus;;C.C. Tartessus Ctra. De La Loma Nova Sancti Petri;36.3400063;-6.1484173
C;N;Cardedeu;;Crta Granollers-St Celoni C-151;41.6401314;2.3783954
C;N;Madrid Avda Niza 50;;Avda Niza 50;40.4336916;-3.6076432
C;N;Huelva;;Pº de las Monjas, 17;37.2578817;-6.9516732
C;N;Madrid Galileo 87;;C/ Galileo 87;40.4390645;-3.7101175
C;N;Málaga Gordon 13;;C/ Gordon 13;36.7293503;-4.4159124
C;N;C/Toledo 143;;c/ Toledo, 143;40.4043432;-3.7124178
C;N;Mijas Costa Nuevo Boulevard;;Nuevo Boulevard, S/N / C.P.29649;36.5968205;-4.6330901
C;N;Mercado Provencals;;C/ Menorca 19;41.4196526;2.1963791
C;N;Santa Coloma de Gramanet 2;;Avda de Santa Coloma 24 y 26;41.4505995;2.2066374
C;N;El Campello;;Avda. de L'Estació, s/n (junto a FGV-TRAM);38.4262629;-0.3959033
C;N;Castellón 1;;Mayor, 64;39.9870027;-0.0390704
C;N;Pineda 1;;Garbí, 123-137;41.6228283;2.6738077
C;N;Sanxenxo;;Lugar de Vinquiño, 24A;42.4115789;-8.8129276
C;N;Salobreña Avenida del Mediterráneo;;Avda Perone Parcela 3 (Avda Mediterráneo);36.7419647;-3.5827418
C;N;Chipiona Avda. Sevilla;;Avda. Sevilla 10-12;36.7377667;-6.439231
C;N;Sada (Coruña);;Puerto Deportivo Sada;43.3596144;-8.2485209
C;N;Madrid Bolívar 15;;Bolivar 15;40.3928052;-3.6904705
C;N;Salamanca 2;;Avda de la Estacion s/;40.9796311;-5.6431662
C;N;S.Pedro Alcántara Plaza Istán;;Plaza Istan (Ed. San Miguel), C.P. 29670;36.4875962;-4.9888845
C;N;Motril;;Avda Salobreña, 24;36.7442347;-3.5229643
C;N;Valls;;Avda F Gumà i Ferran;41.2923104;1.2584213
C;N;Puertollano;;Pº san Gregorio, 3;38.6873157;-4.1053533
C;N;Pineda 2;;Crta Nacional II;41.6584556;1.1736213
C;N;El Escorial Cañada Nueva;;Cañada Nueva 2;40.5939355;-4.1454161
C;N;Paterna;;Pista de Ademuz, salidas 6 y 7 - C.C. Herón City;39.5296395;-0.4417001
C;N;Valdebebas;;C/Jordi Solé Turá 8 con Av/Juan Antonio Samaranch 64;40.4930959;-3.6106799
C;N;Vitoria Aretxabaleta;;C/ Iruraitz-Gauna,1 Bajo 01;42.8345944;-2.6699201
C;N;Nerja Antonio Ferrandis;;Antonio Ferrandis S/N;36.7455158;-3.8834316
C;N;Leganés Fuente Honda;;Plaza Fuente Honda;40.3286701;-3.7666306
C;N;Nerja El Capistrano;;Ctra. Málaga-Almería Km. 292 (Urb. El Capistrano),;36.8512151;-2.4521658
C;N;El Vendrell;;C/Jaume Carner, 56;41.2172564;1.5356758
C;N;Vallfogona;;Crta Tàrrega, 4;41.6480797;1.1409432
C;N;Sevilla-Nervión;;CC Nervión- C/Luis de Morales, 3;37.38514;-5.97175
C;N;Algete;;C/ Jorge Manrique;40.5970614;-3.5057289
C;N;Albacete Iris;;c/ Iris, 8-10;38.997833;-1.8547859
C;N;Miraflores Calle Del Río;;Del Rio S/N;40.8109585;-3.7686883
C;N;Dante;;Calle Dante Alighieri 119;41.4266199;2.1552524
C;N;Las Rozas Martín Iriarte;;Martin Iriarte S/N;40.5486106;-3.8930432
C;N;Moscatelar;;C/Moscatelar 2-4;40.4569731;-3.6527157
C;N;Valdemoro;;C/ Agustina de Aragón, 3 (Parcela TC-3-2);40.1926298;-3.6920397
C;N;Cádiz Diego Arias;;Diego Arias, 9-15 / C.P. 11002 Cádiz;36.531843;-6.3032534
C;N;S. Pedro Alcántara Cortijo Blanco;;Urb. Cortijo Blanco Parcela A1;36.4785835;-4.9756998
C;N;Torredembarra;;C/Cami del Moro, s/n esq. Passeig Miramar;41.1449878;1.4085047
C;N;Santander;;Avda J Monasterio, 23;43.4615807;-3.8132205
C;N;Jerez;;Doña Blanca, 13;36.6822856;-6.1352198
C;N;Vejer De La Frontera Buenavista;;Avd.Andalucia, Esq.Avd.Buenavista / C.P.:11150;36.2302671;-5.9801265
C;N;Moraira;;Ctra Moraira-Teulada número 23 parcela 1A;38.7123182;0.1301199
C;N;C/Alcalá 396;;Calle Alcala 396;40.4367039;-3.6404211
C;N;Logroño 1;;Avda Rioja, 8;42.4646156;-2.4470376
C;N;Torroella;;c/ del Molí s/n;42.0789291;3.0964393
C;N;Puerto Santa Maria Avda. De La Libertad;;Avda. De La Libertad S/N - 11500 Pto De Sta María (Cádiz);36.5913589;-6.2487629
C;N;Madrid Golfo De Salónica 2;;Golfo Salonica 2;40.47527;-3.6647651
C;N;Rota;;Plaza de Maria Auxiliadora;36.6233896;-6.3628969
C;N;Tarragona;;Augusto, 13;41.1159568;1.2539829
C;N;Rincón De La Victoria La Cala Del Moral;;Plaza Antonio Estrada, La Cala Del Moral;36.7158542;-4.3081234
C;N;Tolosa;;Calle Larramendi, 32-34;43.1462011;-2.0711468
C;N;Arroyo de la Miel;;AvdAguamarina;36.6030839;-4.5403635
C;N;Barcelona Sants;;Carrer de Sants 303-317;41.375394;2.1286811
C;N;Parla;;Avenida de los Planetas, 42;40.2231452;-3.7581107
C;N;Roger de Flor;;Calle de Roger de Flor, 168;41.3978623;2.1740968
C;N;Ames Bertamirans;;C/ Entre Rios 7;42.8599702;-8.6514283
C;N;Marbella Cc Guadalmina;;C C Guadalmina;36.4741933;-5.0037802
C;N;Mercado de Guinardó;;Calle Teodor Llorente,10;41.4193278;2.1786056
C;N;Arroyomolinos;;Avda de las Castañeras s/n;40.2731952;-3.9232434
C;N;Cee Corcubión;;Centro Comercial Finis Terrae, Recheo, s/n;42.9558289;-9.1909107
C;N;Terrasa 2;;Avda Angel Sallent;41.5583751;1.999821
C;N;El Encinar;;C C El Encinar./C. del Camino del Cura, 10;40.508371;-3.645521
C;N;Gandía (Cibeles);;C/ Cibeles;38.997464;-0.1606453
C;N;Sinesio Delgado;;Sinesio Delgado, 56;40.4718883;-3.7096384
C;N;Brescia;;Brescia 19;40.4365827;-3.6647206
C;N;Málaga Juan Sebastián El Cano 30;;Avda Juan Sebast. Elcano 1;36.7220631;-4.3804305
C;N;Moaña;;Rua as Barxas esquina carretera Sisalde;42.2876116;-8.7343515
C;N;Cádiz 2;;Rochester, s/n;36.5175949;-6.2847357
C;N;Vitoria;;Gral Alava, 10;42.844995;-2.6731114
C;N;Palafrugell 1;;Avda del Mar , 1;41.9051996;3.1750901
C;N;Santa Coloma de Gramanet 1;;Rbla St Sebastià, 78-80;41.4506092;2.2144921
C;N;Las Rozas;;Avenida del Polideportivo s./n.;40.4953026;-3.879246
C;N;Almería;;Pº Almería, 18;36.8399543;-2.4638647
C;N;Arroyo de la Miel Salvador Vicente;;Avda Salvador Vicente;36.6032137;-4.533023
C;N;Reserva del Higuerón;;Centro Cial El Higuerón, Ctra Comarcal Mijas-Benalmadena;36.5757945;-4.5917731
C;N;El Casar;;Crta. Fuente el Saz, km 8, Parcela 4, Manzana B_D, Sector 7;40.7058621;-3.427332
C;N;Puerto Santa María El Aguila;;Urb.El Aguila C/ Mochuelo, Esq.Buho Real / C.P.:11500;36.6025106;-6.2597322
C;N;Bilbao 1;;Pza Santos Juanes, s/n;43.2553615;-2.922632
C;N;Tudescos;;C/Tudescos 1 (Esq. Gran Vía);40.4208559;-3.7061332
C;N;San Vicente Raspeig;;Centro Comercial San Vicente, Ctra de Alicante a San Vicente de Raspeig km 94;38.4102285;-0.5163312
C;N;Vía Laietana ;;Vía Laietana 48;41.3867138;2.1754718
C;N;Madrid-Alberto Aguilera-Boulevard;;Calle Alberto Aguilera, 56;40.4305622;-3.7133269
C;N;Torre Valentina;;Ctra Palamós s/n;41.8373532;3.092823
C;N;Palencia 1;;Pedro Romero, 2;42.0106325;-4.5345435
C;N;Bilbao 2;;Nicolas Alcorta, s/n;43.2565402;-2.9353254
C;N;Marbella Valentuñana;;C/ Valentuñana, 3 (Edif. Marbeland) C.P.29601;36.5108191;-4.8889346
C;N;Platja DAro 1;;Ctra Sta Cristina s/n;41.821796;3.0651328
C;N;Santiago;;Montero Rius, s/n;42.8752825;-8.5486543
C;N;Coslada;;Avda. de la Constitución 74;40.4256837;-3.5643182
C;N;El Escorial;;C/Las Pozas S/N;40.5987686;-4.1377927
C;N;Viladecans;;Avda de la Generalitat, 198-200;41.3095048;2.0128502
C;N;Marbella Nagueles;;Crta N. 340 Km 179 Nagueles;36.5092446;-4.9120122
C;N;Nuevo Baztán;;Centro Comercial Eurovillas Zona 1, Local 1;40.3546704;-3.2499796
C;N;Mercado Alto Extremadura;;Pº De los Jesuitas, 44;40.4079284;-3.7353
C;N;Julián Romea;;C/ Julián Romea 4;40.4427528;-3.7132546
C;N;Sitges;;Carrer de la Devesa, S/N, 08870 Sitges, Barcelona;41.23870636;1.819897879
C;N;Mijas Costa Cc Los Olivos;;C/Adarves , C.C Los Olivos, C.P.29649;36.49261;-4.714745
C;N;Berga 1;;Crta St Fruitós, 65;42.095631;1.8490042
C;N;Boadilla;;Av. Condesa de Chinchón, esquina Av.Victimas terrorismo;40.4073717;-3.902221
C;N;Parque Lisboa (Alcorcón);;Avda Jose Antonio, BIS, 19;40.3918983;-3.8367904
C;N;Móstoles;;Avda Constitución, 74;40.3275685;-3.8593273
C;N;Valladolid 1;;Santiago, 13;41.6503159;-4.7284118
C;N;Sarriá;;Pº Manuel Girona, 51;41.3921793;2.1262891
C;N;Tirso de Molina;;Plaza Tirso de Molina;40.4122618;-3.7041417
C;N;Cubelles;;Crta Comarcal, 246;41.1913422;1.5906646
C;N;Conil-El Colorado;;Carretera Barrio Nuevo, 125;36.3389359;-6.0766172
C;N;Marbella Cc Elviria;;Cc Elviria;36.495854;-4.7771567
C;N;La Escala 1;;Avda Girona, s/n;42.1186911;3.1298569
C;N;Vallecas;;Avda Albufera, 9;40.3978742;-3.6680636
C;N;Moratalaz 1;;Plaza del Encuentro 5;40.4056356;-3.6505963
C;N;Príncipe Vergara 1;;C/ Principe de Vergara, 253;40.4559825;-3.6774592
C;N;Cádiz 1;;Libertad, 1;36.5292176;-6.2940354
C;N;Salamanca 1;;Toro, 82;40.9680324;-5.6609296
C;N;Roses 1;;Encreuament de Cadaquès, s/n;42.2887571;3.2779723
C;N;Aluche;;Padre Piquer s/n;40.3921563;-3.7674545
C;N;Príncipe Vergara 2;;C/ Principe de Vergara, 120;40.440957;-3.678412
C;N;Quevedo;;Fuencarral, 158;40.4330767;-3.7038639
C;N;Madrid Calle Orense;;Calle Orense 48;40.4573981;-3.6942988
C;N;Cuatro Caminos;;Gta. de Cuatro Caminos 4;40.44722295;-3.704435728
C;N;Conde Peñalver;;C Peñalver, 15;40.4319743;-3.6749265
C;N;Lavapiés;;Valencia, 2;40.4060622;-3.6999668
C;N;Ramblas;;Rambla dels estudis,113;41.3839704;2.094533
C;N;Castelldefels;;Sector Camí Ral de València, 21-39;41.2803564;1.9839644
C;N;Puigcerdá;;Crta Puigcerdà-Seu d´Urgell , Km0,1;42.4258359;1.919928
C;N;Estepona 2;;Cristóbal Ruíz, Av. Juan Carlos I, Esquina;36.4253487;-5.1522318
C;N;Granada 2;;Av. de la Constitución, 24;37.1854038;-3.6062644
C;N;Manresa 2;;Carrer de Barcelona, 12;41.730458;1.822973
C;N;San Fernando 2;;Avenida Cayetano Roldán, Calle Colón, s/;36.4701559;-6.2004182
C;N;Baiona 2;;Rúa Real de Sabarís, 16;42.1102714;-8.8322435
C;N;Cártama 2;;Calle Maria Zambrano, 1;36.7370218;-4.6060908
C;N;Fuentes de Oñoro;;Av. Europa, 45;40.603363;-6.8193155
C;N;Martos 2;;Calle, Av. Moris Marrodán, 46;37.7172961;-3.9716534
C;N;Laguna 2;;Calle de la Laguna, 115;40.3889101;-3.7418229
C;N;Leganés 3;;Calle de la Palmera, s/n;40.3385009;-3.7741279
C;N;Acacias 4;;Calle Gasómetro, Calle de San Isidoro de Sevilla, Esquina;40.4042052;-3.7105957
C;N;Madrid Alcalá 281;;Alcala 281;40.4323926;-3.6550093
C;N;Madrid Canillas 142;;Canillas 142;40.4649243;-3.6389624
C;N;Madrid Ortega Y Gasset 63;;Ortega Y Gasset 63;40.4299985;-3.6742792
C;N;San Martín Valdeiglesias 2;;Av. Madrid, s/n, Centro Comercial Miralcampo;40.3591062;-4.3929273
C;N;Villaviciosa de Odón;;Avenida de Madrid 4;40.3541219;-3.8796896
C;N;Guadalcántara;;Avda. Virgen del Rocío - Urb. Guadalcántara;36.4815973;-4.9947494
C;N;Canal de Isabel II;;c/ Nuestra señora del Carmen, 1-3 c/v C/ Molinos, 26;40.4577874;-3.7017804
C;O;Logroño;LA RIOJA;Avda Moncalvillo, 21;42.4506148;-2.4550656
C;O;Madrid;MADRID;Calle Juan Ramón Jiménez ,41;40.4621256;-3.6873244
C;O;VALENCIA;VALENCIA;Avda. Manuel Candela 56;39.4708576;-0.3488664
C;O;Velez Malaga;Malaga;Calle Camino Viejo De Málaga 27;36.7742506;-4.1032074
C;O;Madrid;Madrid;Calle Tierra de Melide 30;40.5076812;-3.6641064
C;O;Madrid;MADRID;Calle Hermosilla 28;40.4263007;-3.6847751
C;O;Madrid;MADRID;Calle Fermin Caballero 10;40.4869158;-3.6999907
C;O;Madrid;MADRID;Calle Caceres 23;40.3985029;-3.6966472
C;O;Madrid;MADRID;Calle Ortega y Gasset, 51;40.4301351;-3.6771565
C;O;Madrid;Madrid;Calle Betanzos 87;40.4821227;-3.7143408
C;O;MADRID;MADRID;Calle San Bernardo, 83;40.4281372;-3.7065895
C;O;Madrid;MADRID;CALLE PASTORA IMPERIO 1;40.4809192;-3.6746319
C;O;MADRID;Madrid;PASEO DE LAS DELICIAS 30;40.4045482;-3.6938232
C;O;MADRID;Madrid;CALLE QUINTANA, 13;40.4276875;-3.7173894
C;O;MÁLAGA;MÁLAGA;Calle Cervantes 5;36.7200357;-4.409506
C;O;MADRID;MADRID;C/ Cea Bermudez, 53;40.4385374;-3.7147019
C;O;Madrid;MADRID;calle del Padre Claret , 11;40.4462345;-3.6649318
C;O;Entrambasaguas;Cantabria;Barrio La Rañada 14, Urbanización Montesol, Bloque 3 Local 9;43.3880365;-3.7258884
C;O;BILBAO;VIZCAYA;CALLE JULIAN GAYARRE, 8;43.2538978;-2.9152188
C;O;#N/A;#N/A;PXVI AMURRIO - DIONISIO ALDAMA, 11;43.0505769;-3.0007671
C;O;VILADECANES;BARCELONA;Avda. del Molino;41.3154689;2.0130559
C;O;BADALONA;BARCELONA;Avinguda President Companys, 32;41.4532124;2.2487148
C;O;BADALONA;BARCELONA;Calle Carretera Antiga de Valencia, 41;41.4384369;2.2247516
C;O;BADALONA;BARCELONA;C/ Francesc Layret, 128;41.451813;2.2497703
C;O;VALLADOLID;VALLADOLID;Pza Circular, 7 esq. C/ la Cistérniga;41.6473341;-4.7162579
C;O;MADRID;MADRID;Calle Padre Xifre, 3;40.4398426;-3.6729456
C;O;Cadiz;CADIZ;Calle Garcia Carrera, 24;36.5089409;-6.2759478
C;O;Madrid;MADRID;Calle Doctor Esquerdo,93;40.4168183;-3.6690911
C;O;ALPEDRETE;MADRID;C/ Real, 14;40.6275776;-4.0081362
C;O;RINCÓN DE LA VICTORIA;MALAGA;Avenida del Mediterráneo 133, local;36.7151935;-4.2834329
C;O;Santa Coloma de Andorra;ANDORRA;Avenida d´Enclar, 62-64;42.4961821;1.4999883
C;O;Salamanca;SALAMANCA;Paseo Del Rollo 17-19;40.965533;-5.6527722
C;O;MOSTOLES;MADRID;Calle Inmaculada 2;40.3234166;-3.8683864
C;O;Madrid;MADRID;Calle Marqués de Viana 79;40.4636032;-3.703613
C;O;Madrid;MADRID;Calle Santa Engracia 115;40.4380274;-3.7004213
C;O;MADRID;Madrid;María de Guzmán, 25;40.4442795;-3.7002956
C;O;Castelldefels;Barcelona;Avda. Constitució, 220 - c/v Avgda. 305,15;41.2764288;1.9753128
C;O;MADRID;MADRID;C/ Castelló, 36;40.42589;-3.6811842
C;O;MADRID;MADRID;CALLE MONTESA ,º 13;40.4271616;-3.6724089
C;O;MADRID;MADRID;Calle Diego De Leon 32;40.4345741;-3.6816372
C;O;MADRID;MADRID;CALLE CAMPEZO ESQ DEYANIRA;40.442484;-3.5832455
C;O;MADRID;MADRID;Calle Maria de Guzman ,57;40.4440734;-3.696768
C;O;MADRID;MADRID;Paseo General Martinez Campos 24;40.4349518;-3.6945547
C;O;MADRID;MADRID;Avenida Guadalajara, 128;40.4241146;-3.6068191
C;O;GIJON;ASTURIAS;Plaza San Miguel, 5;43.5397833;-5.6571629
C;O;Gijon;ASTURIAS;Paseo Begoña 5;43.5397715;-5.6614882
C;O;Granada;Granada;C/CAMINO BAJO HUETOR 45;37.1602314;-3.5887439
C;O;Granada;Granada;Avenida Del Sur 21;37.1880288;-3.6144078
C;O;MADRID;MADRID;Plaza del Angel 11;40.4142066;-3.7020479
C;O;MADRID;MADRID;Calle Alameda 12 28014 Madrid;40.4116645;-3.6940641
C;O;PEDROÑERAS;CUENCA;C/ General Borrero, 23;39.4475234;-2.6697336
C;O;MADRID;MADRID;Calle Ercilla 21 28005 MADRID;40.4023871;-3.7024043
C;O;Cala de Finestrat;Alicante;Av. de la Marina Baixa, 1;38.5256613;-0.1671157
C;O;TERUEL;TERUEL;Paseo del Ovalo, 8;40.3413258;-1.1078801
C;O;Oliva;VALENCIA;Avda Picasso 2;38.8950173;-0.0631283
C;O;TERUEL;TERUEL;Ctra. Castralvo 3;40.3327235;-1.1008796
C;O;Puerto de Sagunto;Valencia;Calle Isla de Amboto, 12;39.6643247;-0.2103993
C;O;VALENCIA;VALENCIA;AVDA DEL PUERTO, 243;39.4614805;-0.3371777
C;O;MÁLAGA;MÁLAGA;Calle Reding 10;36.7178175;-4.411578
C;O;ESTEPONA;MALAGA;Urb La Portada calle Andalucia , 51;36.4298359;-5.1423663
C;O;MÁLAGA;MÁLAGA;Calle Tomas Escalonilla, 4 Gamarra;36.7243082;-4.443062
C;O;MÁLAGA;MÁLAGA;Calle Cuarteles , 49;36.7121482;-4.4295085
